"employee_id","directorate","role","grade","tgv_name","tv_name","baseline_score","user_score","tv_match_rate"
EMP100544,Commercial,Sales Supervisor,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100545,HR & Corp Affairs,HRBP,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100546,Commercial,HRBP,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,136,123.64
EMP100547,HR & Corp Affairs,Finance Officer,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,134,127.62
EMP100548,Commercial,Data Analyst,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP100549,Commercial,HRBP,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100550,HR & Corp Affairs,Finance Officer,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100551,Technology,Brand Executive,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP100552,Commercial,Finance Officer,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,137,120.18
EMP100553,Commercial,Data Analyst,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,107,101.9
EMP100554,Technology,HRBP,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP100555,Commercial,Supply Planner,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,99,93.4
EMP100556,HR & Corp Affairs,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,107,104.9
EMP100557,HR & Corp Affairs,Brand Executive,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,102,100.0
EMP100558,HR & Corp Affairs,Supply Planner,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100559,Technology,Supply Planner,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,133,126.67
EMP100560,HR & Corp Affairs,Brand Executive,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,137,131.73
EMP100561,Commercial,Supply Planner,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,82,74.55
EMP100562,Technology,Brand Executive,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,89,84.76
EMP100563,HR & Corp Affairs,Data Analyst,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,105,100.0
EMP100564,HR & Corp Affairs,Data Analyst,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,104,94.55
EMP100565,HR & Corp Affairs,Finance Officer,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,119,104.39
EMP100566,Technology,Supply Planner,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP100567,Technology,Brand Executive,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,87,85.29
EMP100568,Technology,Supply Planner,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,96,84.21
EMP100569,Commercial,Supply Planner,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,85,80.19
EMP100570,HR & Corp Affairs,Supply Planner,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP100571,HR & Corp Affairs,HRBP,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,139,129.91
EMP100572,Commercial,Data Analyst,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,135,116.38
EMP100573,HR & Corp Affairs,Data Analyst,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,135,125.0
EMP100574,Commercial,Data Analyst,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,116,109.43
EMP100575,HR & Corp Affairs,HRBP,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,108,98.18
EMP100576,HR & Corp Affairs,HRBP,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,99,92.52
EMP100577,HR & Corp Affairs,Data Analyst,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP100578,HR & Corp Affairs,Sales Supervisor,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,136,129.52
EMP100579,Commercial,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,130,118.18
EMP100580,Technology,Finance Officer,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,97,89.81
EMP100581,Technology,Sales Supervisor,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,104,95.41
EMP100582,Technology,HRBP,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,104,99.05
EMP100583,HR & Corp Affairs,Supply Planner,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,115,109.52
EMP100584,Technology,Finance Officer,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,119,111.21
EMP100585,Technology,Supply Planner,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,113,102.73
EMP100586,Technology,HRBP,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,111,104.72
EMP100587,Commercial,HRBP,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,113,102.73
EMP100588,HR & Corp Affairs,Sales Supervisor,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,102,92.73
EMP100589,Commercial,Data Analyst,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP100590,HR & Corp Affairs,Sales Supervisor,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP100591,Technology,Sales Supervisor,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,86,75.44
EMP100592,Commercial,Supply Planner,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100593,Technology,Brand Executive,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,139,126.36
EMP100594,HR & Corp Affairs,HRBP,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,134,122.94
EMP100595,HR & Corp Affairs,Data Analyst,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP100596,Commercial,Supply Planner,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP100597,Technology,Brand Executive,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,97,91.51
EMP100598,Commercial,Supply Planner,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,124,118.1
EMP100599,Commercial,Data Analyst,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,81,79.41
EMP100600,Commercial,HRBP,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,137,120.18
EMP100601,HR & Corp Affairs,Finance Officer,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,123,120.59
EMP100602,Technology,Brand Executive,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,109,101.87
EMP100603,Technology,Supply Planner,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,107,92.24
EMP100604,Technology,HRBP,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100605,HR & Corp Affairs,Brand Executive,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP100606,Technology,Brand Executive,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,97,95.1
EMP100607,HR & Corp Affairs,Sales Supervisor,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,82,77.36
EMP100608,Commercial,Supply Planner,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,109,101.87
EMP100609,Commercial,Supply Planner,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,114,100.0
EMP100610,Commercial,Brand Executive,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,94,85.45
EMP100611,Technology,Supply Planner,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,114,109.62
EMP100612,Commercial,Sales Supervisor,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,115,109.52
EMP100613,Technology,Supply Planner,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,114,109.62
EMP100614,Commercial,Finance Officer,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,133,127.88
EMP100615,Technology,HRBP,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,139,121.93
EMP100616,HR & Corp Affairs,Finance Officer,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,88,77.19
EMP100617,Commercial,Brand Executive,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,104,99.05
EMP100618,Technology,Data Analyst,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,140,128.44
EMP100619,Commercial,Brand Executive,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,114,103.64
EMP100620,Commercial,Finance Officer,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,119,113.33
EMP100621,Technology,Supply Planner,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,87,75.0
EMP100622,Technology,Data Analyst,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,90,82.57
EMP100623,Commercial,Finance Officer,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,82,74.55
EMP100624,Commercial,HRBP,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,95,90.48
EMP100625,Technology,HRBP,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,132,121.1
EMP100626,Commercial,HRBP,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,81,74.31
EMP100627,HR & Corp Affairs,Supply Planner,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,106,96.36
EMP100628,Technology,Sales Supervisor,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,84,76.36
EMP100629,Commercial,Brand Executive,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,124,106.9
EMP100630,Technology,Sales Supervisor,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100631,Commercial,HRBP,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,119,108.18
EMP100632,Technology,Finance Officer,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,109,101.87
EMP100633,Commercial,Sales Supervisor,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,110,104.76
EMP100634,HR & Corp Affairs,Brand Executive,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,117,114.71
EMP100635,Technology,HRBP,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,133,123.15
EMP100636,Technology,Finance Officer,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,80,75.47
EMP100637,Commercial,HRBP,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,105,92.11
EMP100638,Commercial,Finance Officer,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP100639,HR & Corp Affairs,Sales Supervisor,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,138,131.43
EMP100640,HR & Corp Affairs,Sales Supervisor,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,135,123.85
EMP100641,HR & Corp Affairs,HRBP,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP100642,Commercial,Supply Planner,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,106,96.36
EMP100643,HR & Corp Affairs,Finance Officer,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,135,122.73
EMP100644,Technology,Finance Officer,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,98,89.91
EMP100645,Technology,Sales Supervisor,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,82,71.93
EMP100646,Commercial,Sales Supervisor,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,126,120.0
EMP100647,HR & Corp Affairs,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,117,114.71
EMP100648,HR & Corp Affairs,Finance Officer,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP100649,HR & Corp Affairs,Brand Executive,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,99,90.0
EMP100650,Technology,Data Analyst,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP100651,HR & Corp Affairs,Brand Executive,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,117,106.36
EMP100652,HR & Corp Affairs,Supply Planner,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,122,114.02
EMP100653,Commercial,HRBP,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,111,103.74
EMP100654,Technology,Sales Supervisor,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP100655,Commercial,Sales Supervisor,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP100656,Commercial,Sales Supervisor,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,96,90.57
EMP100657,Commercial,HRBP,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,84,79.25
EMP100658,HR & Corp Affairs,Brand Executive,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP100659,Technology,HRBP,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,133,127.88
EMP100660,HR & Corp Affairs,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,126,114.55
EMP100661,Technology,Finance Officer,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,103,98.1
EMP100662,Technology,Brand Executive,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,119,113.33
EMP100663,HR & Corp Affairs,Finance Officer,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,123,116.04
EMP100664,Commercial,Sales Supervisor,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,101,93.52
EMP100665,Technology,Sales Supervisor,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,102,95.33
EMP100666,Technology,Supply Planner,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,118,103.51
EMP100667,Commercial,Sales Supervisor,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,93,87.74
EMP100668,HR & Corp Affairs,Data Analyst,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,137,126.85
EMP100669,HR & Corp Affairs,HRBP,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,96,88.07
EMP100670,Technology,Finance Officer,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP100671,HR & Corp Affairs,Data Analyst,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,111,105.71
EMP100672,HR & Corp Affairs,HRBP,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,114,108.57
EMP100673,Technology,HRBP,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,107,99.07
EMP100674,Commercial,Supply Planner,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP100675,Technology,HRBP,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,134,121.82
EMP100676,HR & Corp Affairs,Finance Officer,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,81,75.0
EMP100677,Commercial,Brand Executive,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,135,132.35
EMP100678,Commercial,Data Analyst,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP100679,Commercial,HRBP,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100680,Commercial,Brand Executive,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,106,92.98
EMP100681,HR & Corp Affairs,HRBP,V,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,96,87.27
EMP100682,Commercial,Finance Officer,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100683,HR & Corp Affairs,Data Analyst,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,128,110.34
EMP100684,Commercial,Supply Planner,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP100685,Commercial,Supply Planner,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP100686,HR & Corp Affairs,Finance Officer,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,92,87.62
EMP100687,Technology,Data Analyst,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,92,83.64
EMP100688,HR & Corp Affairs,HRBP,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,131,121.3
EMP100689,HR & Corp Affairs,HRBP,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,138,135.29
EMP100690,Technology,Sales Supervisor,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP100691,Technology,Supply Planner,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP100692,Technology,Brand Executive,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,136,119.3
EMP100693,HR & Corp Affairs,Finance Officer,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,130,112.07
EMP100694,HR & Corp Affairs,Brand Executive,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,116,110.48
EMP100695,Commercial,Data Analyst,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,86,74.14
EMP100696,Technology,Brand Executive,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP100697,Technology,HRBP,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,134,122.94
EMP100698,HR & Corp Affairs,HRBP,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,125,117.92
EMP100699,HR & Corp Affairs,Finance Officer,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,123,118.27
EMP100700,HR & Corp Affairs,Supply Planner,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,94,92.16
EMP100701,HR & Corp Affairs,Data Analyst,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,132,120.0
EMP100702,HR & Corp Affairs,Brand Executive,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,80,76.92
EMP100703,Commercial,Sales Supervisor,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP100704,HR & Corp Affairs,Finance Officer,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,127,124.51
EMP100705,Technology,Data Analyst,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,115,109.52
EMP100706,Commercial,Supply Planner,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,107,100.0
EMP100707,Commercial,Supply Planner,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,105,102.94
EMP100708,Technology,HRBP,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,92,79.31
EMP100709,Commercial,Finance Officer,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,121,110.0
EMP100710,Technology,Sales Supervisor,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,80,73.39
EMP100711,Technology,Supply Planner,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,133,120.91
EMP100712,Commercial,Data Analyst,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP100713,Commercial,Sales Supervisor,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,88,80.0
EMP100714,HR & Corp Affairs,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,119,108.18
EMP100715,HR & Corp Affairs,HRBP,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,84,80.0
EMP100716,Commercial,Data Analyst,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP100717,Technology,Brand Executive,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,86,81.9
EMP100718,HR & Corp Affairs,Supply Planner,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,104,101.96
EMP100719,Commercial,Sales Supervisor,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100720,HR & Corp Affairs,HRBP,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,107,99.07
EMP100721,Commercial,Brand Executive,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP100722,Technology,Supply Planner,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,126,123.53
EMP100723,Technology,Sales Supervisor,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,89,82.41
EMP100724,Technology,Supply Planner,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,117,102.63
EMP100725,Technology,Supply Planner,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP100726,Commercial,Finance Officer,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,105,102.94
EMP100727,Technology,Finance Officer,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,110,103.77
EMP100728,Commercial,HRBP,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,103,97.17
EMP100729,Commercial,Finance Officer,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP100730,Commercial,Supply Planner,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,94,82.46
EMP100731,Commercial,Sales Supervisor,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,102,100.0
EMP100732,HR & Corp Affairs,Sales Supervisor,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,121,118.63
EMP100733,Commercial,Supply Planner,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,116,107.41
EMP100734,HR & Corp Affairs,Finance Officer,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,94,85.45
EMP100735,Commercial,Sales Supervisor,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,136,117.24
EMP100736,HR & Corp Affairs,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,120,109.09
EMP100737,Technology,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP100738,Commercial,Supply Planner,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,140,122.81
EMP100739,Commercial,HRBP,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP100740,Commercial,HRBP,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,135,127.36
EMP100741,HR & Corp Affairs,Finance Officer,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,82,71.93
EMP100742,Commercial,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,129,126.47
EMP100743,HR & Corp Affairs,Brand Executive,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,120,103.45
EMP100744,Technology,Sales Supervisor,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
